iter	Logloss
121	0.2084061538
122	0.2083382383
123	0.2082869387
124	0.2082189419
125	0.2081406624
126	0.2080871254
127	0.2080296857
128	0.2079610017
129	0.2078868098
130	0.2078241604
131	0.2077812105
132	0.2077282964
133	0.2076726198
134	0.2076388939
135	0.2075955152
136	0.2075215205
137	0.2074529928
138	0.207396226
139	0.2073319695
140	0.2072590364
141	0.2072000622
142	0.2071448037
143	0.2070853932
144	0.2070497669
145	0.2070085652
146	0.2069543949
147	0.2069087783
148	0.2068424058
149	0.2068098277
150	0.2067509623
151	0.2067040622
152	0.206653275
153	0.2066072699
154	0.2065629578
155	0.20653567
156	0.2064874852
157	0.206425994
158	0.2063603003
159	0.2063035978
160	0.2062568599
161	0.2062121727
162	0.2061626029
163	0.2061421379
164	0.2061004896
165	0.2060606363
166	0.2060029543
167	0.2059377363
168	0.2059018836
169	0.2058375282
170	0.2057666281
171	0.2057109931
172	0.2056658228
173	0.2056463955
174	0.2056020956
175	0.205562566
176	0.2054991662
177	0.2054530489
178	0.205402284
179	0.2053520813
180	0.2053204483
181	0.2052805733
182	0.2052499274
183	0.2052019846
184	0.2051594739
185	0.2051372408
186	0.2050901635
187	0.2050166967
188	0.2049692188
189	0.204953165
190	0.2048848505
191	0.2048435195
192	0.2047842503
193	0.2047466386
194	0.2047127617
195	0.2046824909
196	0.2046212923
197	0.2045626424
198	0.2045291928
199	0.2044936506
200	0.204432295
201	0.2043760058
202	0.2043118149
203	0.2042528341
204	0.2041861933
205	0.2041431145
206	0.2040876352
207	0.2040452195
208	0.204005424
209	0.2039511971
210	0.2038777967
211	0.203823823
212	0.2037584392
213	0.2036877769
214	0.2036540991
215	0.2035979508
216	0.2035280406
217	0.2034802432
218	0.2034027579
219	0.2033301784
220	0.2032717275
221	0.2032483913
222	0.203220547
223	0.2031692037
224	0.2031188188
225	0.2030809098
226	0.2030455067
227	0.2030102095
228	0.2029630004
229	0.2029077189
230	0.2028566664
231	0.202796163
232	0.2027313377
233	0.2026737632
234	0.2026236302
235	0.2025402544
236	0.2024887542
237	0.2024425871
238	0.2023847656
239	0.2023553256
240	0.2022996033
241	0.2022417326
242	0.2021859562
243	0.2021210244
244	0.2020538077
245	0.2019996762
246	0.2019689023
247	0.2019082247
248	0.2018639078
249	0.2018290622
250	0.2017730867
251	0.2017246737
252	0.2016572901
253	0.2016147331
254	0.2016107503
255	0.2015576085
256	0.2015063441
257	0.201467478
258	0.2014497371
259	0.201402272
260	0.2013571993
261	0.2013103638
262	0.2012741317
263	0.2012258023
264	0.2011523555
265	0.2010891538
266	0.2010537343
267	0.2009991754
268	0.2009495437
269	0.2009026723
270	0.2008602352
271	0.2008278746
272	0.2007779863
273	0.2007317976
274	0.2006745978
275	0.2006178915
276	0.2005486695
277	0.2005025742
278	0.2004637498
279	0.2003955114
280	0.2003547077
281	0.2003332285
282	0.2002906165
283	0.2002552182
284	0.2002264013
285	0.2001563422
286	0.2001174456
287	0.2000508178
288	0.1999918833
289	0.1999398689
290	0.1999085456
291	0.1998502039
292	0.199802783
293	0.1997689018
294	0.1997304853
295	0.1996747503
296	0.1996440629
297	0.1995918758
298	0.1995505452
299	0.1994962837
300	0.1994611001
301	0.1994032837
302	0.1993551924
303	0.1993136465
304	0.1992663291
305	0.199224459
306	0.1991633494
307	0.1991045668
308	0.1990331834
309	0.1989879066
310	0.1989474527
311	0.1989082407
312	0.198877218
313	0.1988406284
314	0.1988014361
315	0.1987596099
316	0.1987049874
317	0.1986542839
318	0.1985945874
319	0.198543332
320	0.1984831756
321	0.1984286349
322	0.1983790865
323	0.1983325265
324	0.1982773746
325	0.1982313288
326	0.1981645982
327	0.1981325394
328	0.1980872182
329	0.1980302283
330	0.1979764547
331	0.1979279784
332	0.1978531589
333	0.1978128354
334	0.1977758957
335	0.1977338916
336	0.1977188447
337	0.1976603522
338	0.1976176952
339	0.1975778378
340	0.1975297953
341	0.1974716264
342	0.1974254021
343	0.1973804603
344	0.1973342717
345	0.197284665
346	0.1972447774
347	0.1972082423
348	0.1971734299
349	0.1971397312
350	0.1970831244
351	0.1970686423
352	0.1970333218
353	0.1969936167
354	0.1969350798
355	0.1968798358
356	0.196826546
357	0.1967715066
358	0.1967293195
359	0.1966627653
360	0.1966139918
361	0.1965558527
362	0.1965145275
363	0.196454556
364	0.1964239236
365	0.1963648946
366	0.1962962936
367	0.1962512521
368	0.1961921535
369	0.1961689504
370	0.1961156048
371	0.1960869125
372	0.196041297
373	0.1960086302
374	0.1959613582
375	0.1959048969
376	0.1958727527
377	0.1958282125
378	0.1957877973
379	0.1957202686
380	0.1957014976
381	0.1956494991
382	0.1956150868
383	0.1955910338
384	0.1955424943
385	0.1954917309
386	0.1954367219
387	0.19539463
388	0.1953551414
389	0.1952947978
390	0.1952366961
391	0.1951987697
392	0.1951507504
393	0.1951000003
394	0.1950582577
395	0.1950189252
396	0.1949809322
397	0.1949311622
398	0.1948830835
399	0.194840462
400	0.1947967372
401	0.1947589867
402	0.1947107216
403	0.1946793203
404	0.1946379541
405	0.1945945675
406	0.1945787978
407	0.1945212782
408	0.1944905862
409	0.1944462091
410	0.194412967
411	0.1943696062
412	0.1943257055
413	0.1943158749
414	0.1942711574
415	0.1942437683
416	0.1941925088
417	0.1941356788
418	0.1940787491
419	0.1940307184
420	0.1940233326
421	0.1939902658
422	0.1939583612
423	0.1939160928
424	0.1938762345
425	0.1938613162
426	0.193829918
427	0.1937621096
428	0.1937238326
429	0.1936607492
430	0.1936138517
431	0.1935568491
432	0.1935196701
433	0.1935024863
434	0.1934698502
435	0.1934295315
436	0.1933951697
437	0.1933399617
438	0.1933021339
439	0.1932514941
440	0.1932343061
441	0.1932053362
442	0.1931620259
443	0.1930950949
444	0.1930420581
445	0.193007776
446	0.1929471727
447	0.1929131142
448	0.1928789505
449	0.1928361955
450	0.1927892114
451	0.1927590975
452	0.1927304828
453	0.192712152
454	0.1926777596
455	0.1926314795
456	0.192603634
457	0.1925366595
458	0.192508015
459	0.1924739539
460	0.1924382237
461	0.1924092833
462	0.1923650512
463	0.1923256898
464	0.1922891963
465	0.1922496746
466	0.1922021986
467	0.1921863724
468	0.1921548945
469	0.1920968521
470	0.1920552633
471	0.1920228044
472	0.1920105083
473	0.1919875244
474	0.1919203605
475	0.1918624765
476	0.1918216274
477	0.1917879512
478	0.1917656112
479	0.1917269313
480	0.1916721752
481	0.1916182158
482	0.1915639088
483	0.1914954659
484	0.1914581786
485	0.1914285215
486	0.1913909405
487	0.1913529533
488	0.1913240638
489	0.1912844153
490	0.1912631111
491	0.1912393204
492	0.1911818838
493	0.1911558836
494	0.1911156489
495	0.1910422593
496	0.1909949329
497	0.1909362766
498	0.1909088933
499	0.1908533172
500	0.190814939
501	0.1907766817
502	0.1907553712
503	0.1907187381
504	0.1906730522
505	0.1906153183
506	0.1905811428
507	0.1905331145
508	0.1904950693
509	0.1904815426
510	0.1904374101
511	0.1903844788
512	0.1903489318
513	0.1903032836
514	0.1902663845
515	0.1902139036
516	0.1901963653
517	0.190142257
518	0.1901082129
519	0.1900706633
520	0.1900324872
521	0.1899907297
522	0.1899569393
523	0.1899131475
524	0.1898726363
525	0.1898555274
526	0.1898020205
527	0.1897918303
528	0.1897655213
529	0.1897554614
530	0.1896875575
531	0.1896601541
532	0.1896357097
533	0.1895815246
534	0.1895569532
535	0.1895267687
536	0.1894611249
537	0.189412932
538	0.1893634099
539	0.1893311193
540	0.1892947901
541	0.1892457734
542	0.1891857519
543	0.1891493044
544	0.189110015
545	0.1890677657
546	0.1890377802
547	0.1890272794
548	0.1889941901
549	0.1889369718
550	0.1888989539
551	0.18886017
552	0.1888282434
553	0.1887780666
554	0.1887506874
555	0.1887212693
556	0.1886851837
557	0.1886476011
558	0.1886042146
559	0.1885439658
560	0.1885009754
561	0.1884560877
562	0.1884226287
563	0.1883936404
564	0.1883549429
565	0.1883403797
566	0.188275118
567	0.1882294699
568	0.1882226879
569	0.1881653353
570	0.1881216209
571	0.1880896146
572	0.1880383304
573	0.1880072024
574	0.1879745129
575	0.1879571441
576	0.1879222239
577	0.1878855422
578	0.1878278056
579	0.187781265
580	0.1877280355
581	0.1876995419
582	0.1876718808
583	0.1876366232
584	0.1875956943
585	0.1875444783
586	0.1874990853
587	0.1874584703
588	0.1874373561
589	0.1874144052
590	0.1873726116
591	0.1873232739
592	0.1872967464
593	0.1872642471
594	0.1872286083
595	0.1871890339
596	0.1871503289
597	0.1871139509
598	0.187069425
599	0.18704183
600	0.1869891557
601	0.1869649885
602	0.1869221751
603	0.1868925601
604	0.1868557036
605	0.1868218344
606	0.1867800605
607	0.1867559471
608	0.1867160952
609	0.1866876927
610	0.1866301032
611	0.1866029201
612	0.1865549791
613	0.1865210591
614	0.18649858
615	0.1864411562
616	0.1863975432
617	0.1863438403
618	0.1863170945
619	0.1862882904
620	0.1862707345
621	0.1862327471
622	0.1861963313
623	0.1861515744
624	0.1861151156
625	0.1860696342
626	0.1860432768
627	0.1860143712
628	0.1859867461
629	0.1859512445
630	0.1859094621
631	0.1858565673
632	0.1858206764
633	0.1857811911
634	0.1857324752
635	0.1856895009
636	0.1856448602
637	0.1856212628
638	0.1856009505
639	0.1855636655
640	0.1855117174
641	0.1854704576
642	0.1854436299
643	0.1854001049
644	0.1853880561
645	0.1853546494
646	0.1853478884
647	0.1853084693
648	0.1852851706
649	0.1852607231
650	0.1852326934
651	0.1851893973
652	0.1851494614
653	0.1851157197
654	0.1850776273
655	0.1850289475
656	0.1849953157
657	0.184972871
658	0.184949294
659	0.1849183852
660	0.1848721031
661	0.1848243295
662	0.1847931275
663	0.1847515127
664	0.1847305592
665	0.1846895592
666	0.1846591356
667	0.1846299293
668	0.1845911519
669	0.1845560542
670	0.1845474944
671	0.1845258016
672	0.1844927668
673	0.1844427893
674	0.1843838568
675	0.1843497302
676	0.184325968
677	0.1842983869
678	0.1842691969
679	0.1842660459
680	0.1841995827
681	0.1841568973
682	0.1841160281
683	0.1840917229
684	0.1840399059
685	0.1840068402
686	0.1839847877
687	0.1839404649
688	0.1839166514
689	0.1838840317
690	0.1838562587
691	0.1838328795
692	0.1838080557
693	0.1837733458
694	0.1837378685
695	0.1837059451
696	0.1836744143
697	0.1836441568
698	0.1836260358
699	0.183590524
700	0.1835668516
701	0.1835551672
702	0.183528136
703	0.1835142906
704	0.1834754968
705	0.1834499644
706	0.183406387
707	0.1833760999
708	0.1833579996
709	0.1833221559
710	0.1833024269
711	0.183284863
712	0.1832522258
713	0.1832301577
714	0.1831679179
715	0.1831244668
716	0.1830869553
717	0.1830602109
718	0.1830392729
719	0.1830057234
720	0.1829826806
721	0.182965887
722	0.1829260485
723	0.1828970194
724	0.1828739529
725	0.1828409699
726	0.1828161818
727	0.1827931557
728	0.1827616449
729	0.1827064576
730	0.1826572234
731	0.1826257296
732	0.1826077387
733	0.1825780037
734	0.1825394644
735	0.1825204989
736	0.1824806802
737	0.1824390799
738	0.1824208082
739	0.1823856314
740	0.1823526543
741	0.1822899385
742	0.1822504899
743	0.1821868417
744	0.1821504248
745	0.1821117707
746	0.1820822882
747	0.1820474989
748	0.1820072637
749	0.1819777822
750	0.1819258647
751	0.1818889004
752	0.1818399242
753	0.1818104467
754	0.1817821124
755	0.1817353717
756	0.181712939
757	0.1816770312
758	0.1816238492
759	0.1816074591
760	0.1815820299
761	0.1815510014
762	0.181532826
763	0.1815202373
764	0.1814826002
765	0.1814473491
766	0.1814129936
767	0.1813774096
768	0.1813219744
769	0.1812803231
770	0.1812444023
771	0.1812048705
772	0.1811705853
773	0.1811496046
774	0.1811335164
775	0.1810867667
776	0.1810508761
777	0.1810101149
778	0.1810035946
779	0.1809477257
780	0.1809201654
781	0.1808703898
782	0.180842617
783	0.1808016906
784	0.18077065
785	0.1807321861
786	0.1807087728
787	0.1806638824
788	0.180653702
789	0.1806075231
790	0.1805728066
791	0.1805412422
792	0.1805025689
793	0.1804743457
794	0.1804344068
795	0.180406597
796	0.1803723401
797	0.1803303439
798	0.1802993209
799	0.1802334351
800	0.1802301613
801	0.180182529
802	0.1801293026
803	0.1801046772
804	0.1800644711
805	0.1800360248
806	0.1800035408
807	0.1799726579
808	0.1799338269
809	0.1799085563
810	0.1798757648
811	0.1798570537
812	0.1798166757
813	0.17977198
814	0.1797529402
815	0.1797317278
816	0.1797031787
817	0.179664512
818	0.1796285646
819	0.1796086356
820	0.179597148
821	0.1795707796
822	0.1795371726
823	0.1794967086
824	0.1794592046
825	0.1794148112
826	0.1793772519
827	0.1793342449
828	0.179303804
829	0.1792453561
830	0.1792060759
831	0.1791679772
832	0.1791398346
833	0.1790904414
834	0.179064326
835	0.1790435507
836	0.1790030435
837	0.1789884837
838	0.1789694527
839	0.1789405137
840	0.1788955012
841	0.178842079
842	0.1788180287
843	0.1787884462
844	0.1787586861
845	0.1787501967
846	0.1787119472
847	0.178665972
848	0.1786491871
849	0.1786024784
850	0.1785863601
851	0.1785528306
852	0.1785207699
853	0.1784922697
854	0.178478314
855	0.1784438263
856	0.1784108846
857	0.1783885802
858	0.178360444
859	0.1783086774
860	0.1782749302
861	0.1782440817
862	0.1782163021
863	0.1781895302
864	0.1781461263
865	0.1781125592
866	0.1780812406
867	0.178037593
868	0.1780109488
869	0.1779746951
870	0.1779468171
871	0.1779264382
872	0.1778984998
873	0.1778703297
874	0.1778375886
875	0.1778069431
876	0.1777638202
877	0.1777290655
878	0.1777092563
879	0.1776919136
880	0.1776576682
881	0.1776438146
882	0.1776203706
883	0.1775872704
884	0.1775541695
885	0.1775179605
886	0.1774878249
887	0.1774559496
888	0.1774220429
889	0.1773803521
890	0.1773393679
891	0.1773196194
892	0.177286544
893	0.1772522098
894	0.1772069086
895	0.1771831011
896	0.1771291403
897	0.1770885169
898	0.1770575997
899	0.1770292668
900	0.1770026449
901	0.1769689804
902	0.1769173103
903	0.1768807181
904	0.1768494053
905	0.1768184977
906	0.1767620159
907	0.1767387144
908	0.1767178983
909	0.1767014829
910	0.1766642943
911	0.1766473006
912	0.1766041807
913	0.1765627698
914	0.1765405611
915	0.1765241753
916	0.1765101123
917	0.176477109
918	0.1764495642
919	0.1764052911
920	0.1763691354
921	0.1763370888
922	0.1763124172
923	0.1762977438
924	0.1762712565
925	0.176232174
926	0.1761949639
927	0.1761847009
928	0.1761524681
929	0.1761213619
930	0.1760842754
931	0.1760574329
932	0.1760318591
933	0.1760091317
934	0.1759887483
935	0.175949909
936	0.175924498
937	0.1758981627
938	0.1758532985
939	0.1758342202
940	0.1758096251
941	0.1757856779
942	0.1757343372
943	0.1756799012
944	0.1756273618
945	0.1755967394
946	0.1755751622
947	0.1755402966
948	0.1755004526
949	0.1754823407
950	0.1754582308
951	0.1754208517
952	0.1753887916
953	0.1753582674
954	0.1753411098
955	0.1753031744
956	0.1752787196
957	0.1752386829
958	0.1751899831
959	0.1751542533
960	0.1751381738
961	0.1751076737
962	0.1750661001
963	0.1750324682
964	0.1749960341
965	0.1749713916
966	0.1749495479
967	0.1749108506
968	0.174886387
969	0.1748520188
970	0.1748224216
971	0.174800772
972	0.1747766246
973	0.1747389176
974	0.1747058548
975	0.1746771387
976	0.1746510193
977	0.1746213331
978	0.1745946872
979	0.1745706219
980	0.1745513635
981	0.174528701
982	0.1744998395
983	0.1744651976
984	0.1744477637
985	0.1744168654
986	0.1743794391
987	0.174354795
988	0.1743193258
989	0.1742801196
990	0.174247053
991	0.1742164605
992	0.1741634989
993	0.1741347323
994	0.1741046155
995	0.1740764575
996	0.1740402762
997	0.1740113522
998	0.1739834583
999	0.1739603558
